Fish_ID,Group,Water_Temp_C,Water_pH,Water_O2_mgL,Chlorides_mgL,Nitrites_mgL,Nitrates_mgL,Ammonium_mgL,Phosphates_mgL,Feed_Type,Bodymass_g,Protein_perc,Lipids_perc
1260,RG,15.67,7.244,9.635,68.4,0.0748,1.251,0.1613,0.1131,0,1714.74,16.5,1.894
1261,RG,10.48,7.38,7.642,74.1,0.0673,0.992,0.1849,0.0683,0,1564.02,15.86,1.954
1262,RG,12.79,7.304,8.365,85.14,0.063,0.562,0.1224,0.061,0,1472.02,15.181,1.46
1263,RG,12.68,7.304,8.344,72.41,0.0315,0.68,0.1812,0.0871,0,1578.3,12.476,1.584
1264,RG,15.47,7.275,9.192,77.18,0.0807,1.459,0.075,0.0952,0,1516.61,16.849,1.885
1265,RG,11.6,7.171,8.755,83.74,0.0944,1.501,0.0879,0.082,0,1658.26,12.768,1.745
1266,RG,14.48,7.35,7.625,70.55,0.0753,0.917,0.1717,0.0954,0,1680.39,14.446,1.878
1267,RG,8.0,7.257,7.327,64.91,0.0797,1.104,0.1506,0.0781,0,1541.07,15.793,1.596
1268,RG,8.0,7.164,9.659,63.33,0.0926,1.479,0.0826,0.0822,0,1514.35,16.552,1.492
1269,RG,8.0,7.452,9.343,79.67,0.1223,0.318,0.0372,0.0307,0,1789.86,20.881,1.0
1270,RG,14.36,7.315,9.127,78.11,0.0674,0.821,0.0878,0.1324,0,1457.67,18.843,1.825
1271,RG,14.02,7.266,9.325,83.49,0.0449,1.807,0.0589,0.0107,0,1414.04,17.883,1.404
1272,RG,14.69,7.501,8.257,72.81,0.0773,1.12,0.2035,0.0724,0,1608.29,13.498,1.681
1273,RG,9.97,7.025,9.221,63.55,0.1365,0.548,0.1456,0.0065,0,1568.08,19.431,1.297
1274,RG,10.31,7.491,12.0,56.18,0.0452,1.047,0.054,0.0561,0,1794.98,18.685,1.108
1275,RG,11.64,7.168,10.409,97.94,0.0995,1.409,0.0373,0.0371,0,1628.46,16.033,1.0
1276,RG,16.33,7.332,8.654,79.22,0.1147,0.1,0.0533,0.0654,0,1631.29,16.265,1.741
1277,RG,17.08,7.212,8.372,76.09,0.01,1.071,0.0665,0.0737,0,1700.36,16.837,1.742
1278,RG,14.38,7.162,5.567,77.23,0.0923,0.851,0.09,0.0217,0,1620.88,14.066,1.993
1279,RG,12.99,7.497,10.282,63.55,0.0981,0.343,0.1669,0.0588,0,1903.71,16.406,1.728
1280,RG,16.01,7.578,9.944,68.64,0.072,1.033,0.042,0.1157,0,1700.03,17.058,1.252
1281,RG,11.23,7.267,8.347,88.95,0.0606,0.945,0.2374,0.0075,0,1455.9,13.326,1.206
1282,RG,10.83,7.35,7.282,80.27,0.0623,0.99,0.0434,0.0258,0,1562.31,15.808,1.657
1283,RG,11.61,7.309,7.614,68.89,0.0701,0.861,0.02,0.0944,0,1267.09,14.924,1.343
1284,RG,9.06,7.56,9.533,65.19,0.0709,0.591,0.2013,0.0631,0,1584.88,17.296,1.599
1285,RG,11.47,6.983,8.893,70.87,0.0653,0.418,0.1793,0.066,0,1725.06,14.266,1.892
1286,RG,8.65,7.357,9.83,72.48,0.0697,0.724,0.0891,0.1009,0,1642.29,17.476,1.382
1287,RG,15.08,7.191,9.104,91.39,0.1157,1.344,0.1229,0.0282,0,1624.8,13.888,1.355
1288,RG,13.63,6.947,10.16,73.49,0.0436,1.093,0.1244,0.0392,0,1710.15,14.443,1.0
1289,RG,16.29,7.246,9.443,65.48,0.0275,0.972,0.1082,0.0343,0,1805.8,13.85,2.028
1290,RG,8.0,7.577,9.995,74.53,0.1162,0.584,0.0222,0.0461,0,1730.62,17.507,1.745
1291,RG,17.71,7.202,6.492,77.11,0.0742,0.85,0.02,0.1136,0,1670.75,15.629,2.811
1292,RG,8.0,7.419,7.519,64.76,0.0684,1.295,0.0493,0.001,0,1508.96,17.166,1.22
1293,RG,8.41,7.48,8.563,78.22,0.0767,1.202,0.209,0.0122,0,1256.14,13.042,1.0
1294,RG,10.14,7.298,10.295,84.67,0.0863,0.809,0.2113,0.0054,0,1681.79,15.875,1.423
1295,RG,15.92,7.318,11.257,76.11,0.0643,0.1,0.0843,0.1161,0,1731.48,15.55,1.769
1296,RG,12.68,7.043,8.803,68.62,0.0952,0.73,0.0425,0.0354,0,1630.92,17.497,1.663
1297,RG,11.27,7.193,8.266,70.77,0.0511,0.807,0.1167,0.0469,0,1499.72,15.462,1.67
1298,RG,9.62,7.436,6.654,61.73,0.0709,0.637,0.1263,0.001,0,1676.77,15.397,1.469
1299,RG,8.0,7.309,10.036,73.93,0.0136,0.835,0.136,0.0495,0,1530.85,15.415,1.614
1300,RG,15.4,7.355,8.34,77.49,0.1152,1.327,0.02,0.0947,0,1612.02,19.074,2.188
1301,RG,14.4,7.32,12.0,67.83,0.0747,0.985,0.2895,0.0701,0,1676.47,13.605,1.345
1302,RG,16.06,7.629,8.113,90.52,0.1001,1.396,0.1679,0.0557,0,1642.07,14.47,1.554
1303,RG,13.19,7.235,11.526,81.34,0.0943,0.397,0.0881,0.001,0,1490.0,17.379,1.0
1304,RG,8.0,7.541,9.898,60.66,0.0965,0.878,0.0569,0.0469,0,1660.33,17.155,1.08
1305,RG,8.27,7.32,7.766,60.82,0.0798,0.224,0.1592,0.0659,0,1477.12,14.705,1.125
1306,RG,13.39,7.554,9.279,67.13,0.0916,0.829,0.1297,0.0203,0,1549.8,13.343,1.611
1307,RG,10.89,7.116,9.926,87.59,0.0512,0.582,0.1055,0.0862,0,1666.84,15.541,1.44
1308,RG,10.32,7.328,8.73,82.13,0.0449,1.513,0.1275,0.0954,0,1430.11,14.582,1.572
1309,RG,8.69,7.241,10.006,87.99,0.077,1.164,0.0932,0.0389,0,1640.41,19.617,1.466
1310,RG,14.84,7.321,9.979,75.08,0.0596,1.406,0.1241,0.089,0,1652.26,19.414,1.889
1311,RG,13.37,7.483,9.716,73.32,0.1228,0.828,0.1436,0.0556,0,1425.05,16.185,1.473
1312,RG,13.5,7.357,8.98,65.02,0.0913,0.592,0.1206,0.1059,0,1797.93,13.907,2.278
1313,RG,10.1,7.483,7.59,77.8,0.0585,0.579,0.1175,0.1414,0,1577.78,16.905,2.057
1314,RG,12.53,7.199,8.908,73.43,0.0719,1.106,0.1836,0.0163,0,1647.68,14.033,1.355
1315,RG,8.0,7.177,9.211,73.12,0.084,1.724,0.02,0.0908,0,1672.23,16.7,1.278
1316,RG,11.61,7.302,6.749,87.94,0.078,1.165,0.0521,0.1122,0,1700.6,14.998,2.113
1317,RG,8.0,7.294,9.203,73.99,0.0882,0.85,0.1016,0.0212,0,1573.2,16.138,1.236
1318,RG,8.0,7.272,8.884,85.65,0.0821,0.924,0.0562,0.037,0,1589.21,16.578,1.0
1319,RG,11.03,7.156,7.444,62.3,0.0383,0.987,0.0762,0.0365,0,1632.86,13.893,1.887
1320,RG,19.13,7.48,8.6,96.5,0.0155,1.811,0.1773,0.0547,0,1576.1,13.321,2.478
1321,RG,8.0,7.246,8.626,72.01,0.0688,1.493,0.0911,0.0457,0,1355.34,18.204,1.678
1322,RG,8.27,7.514,11.316,80.66,0.0968,1.104,0.02,0.0521,0,1593.12,18.242,1.565
1323,RG,12.65,7.302,9.264,81.93,0.0691,1.044,0.0746,0.0935,0,1751.41,16.661,2.316
1324,RG,17.31,7.397,10.243,71.02,0.1171,1.12,0.1035,0.001,0,1753.8,12.917,2.065
1325,RG,12.61,7.384,8.859,81.55,0.0786,1.198,0.1024,0.021,0,1452.19,17.583,1.595
1326,RG,14.11,7.176,6.751,81.97,0.1207,0.835,0.1334,0.0868,0,1697.33,14.179,1.823
1327,RG,10.99,7.355,9.807,69.29,0.1146,0.662,0.1285,0.0821,0,1568.57,18.345,1.0
1328,RG,10.47,7.589,8.21,69.39,0.1115,1.413,0.0917,0.0177,0,1324.25,16.673,1.36
1329,RG,12.25,7.338,8.597,75.36,0.0439,1.009,0.0284,0.0824,0,1709.66,15.689,1.884
1330,RG,10.03,7.435,7.736,74.08,0.0805,1.379,0.0735,0.1131,0,1437.71,13.802,1.714
1331,RG,14.17,7.404,9.087,86.15,0.1167,1.658,0.0626,0.058,0,1804.71,19.824,1.056
1332,RG,8.0,7.346,10.278,80.62,0.0882,1.208,0.0829,0.0197,0,1686.35,18.62,1.0
1333,RG,14.67,7.328,10.119,74.44,0.0966,1.143,0.1415,0.095,0,1614.4,17.427,1.904
1334,RG,12.12,7.382,10.903,79.85,0.0384,2.28,0.1242,0.1289,0,1664.47,19.288,1.376
1335,RG,11.36,7.414,11.074,58.63,0.1376,1.083,0.1494,0.0246,0,1946.68,17.341,1.212
1336,RG,8.0,7.097,6.545,70.08,0.0563,0.564,0.077,0.0616,0,1638.98,18.025,1.686
1337,RG,9.06,7.337,7.568,77.3,0.0202,0.888,0.1905,0.1036,0,1557.57,14.42,2.054
1338,RG,15.6,7.272,6.83,83.92,0.0695,1.621,0.1404,0.0646,0,1926.5,15.85,2.493
1339,RG,11.37,7.241,9.758,76.6,0.01,0.482,0.1067,0.001,0,1605.48,15.301,1.276
1340,RG,12.84,7.494,8.168,86.67,0.0474,0.699,0.1362,0.0777,0,1629.7,14.711,1.834
1341,RG,9.36,7.19,8.413,81.94,0.1568,1.443,0.0595,0.0208,0,1421.33,17.275,1.281
1342,RG,11.91,7.091,8.74,71.09,0.0686,0.891,0.02,0.0092,0,1395.36,14.911,1.635
1343,RG,8.0,7.419,9.459,73.88,0.0372,0.956,0.0636,0.001,0,1518.65,17.522,1.332
1344,RG,12.3,7.087,7.218,78.27,0.0808,1.429,0.1448,0.1076,0,1564.8,14.827,2.29
1345,RG,13.11,7.011,7.489,71.41,0.0531,0.713,0.1048,0.0266,0,1630.67,12.493,1.0
1346,RG,12.96,7.436,9.002,87.25,0.1059,0.413,0.0918,0.0733,0,1402.07,15.704,1.744
1347,RG,9.29,7.324,10.438,66.13,0.0533,0.444,0.0491,0.0832,0,1682.0,16.895,1.538
1348,RG,10.97,7.371,8.97,77.53,0.0881,1.233,0.02,0.0665,0,1472.76,18.382,1.438
1349,RG,13.61,7.234,8.05,80.88,0.0456,1.104,0.1855,0.0719,0,1654.93,15.356,1.141
1350,RG,11.37,7.092,6.422,72.49,0.158,0.723,0.0875,0.0752,0,1663.68,18.145,1.639
1351,RG,11.14,7.122,10.143,70.69,0.0951,0.536,0.0742,0.0655,0,1561.62,17.875,1.198
1352,RG,17.71,7.259,8.117,74.39,0.0756,0.892,0.0597,0.0296,0,1532.64,14.785,2.392
1353,RG,9.15,7.109,7.623,81.5,0.0712,1.447,0.1753,0.026,0,1705.61,15.437,1.523
1354,RG,15.24,7.346,6.942,71.0,0.0634,0.666,0.1529,0.0558,0,1714.27,14.172,1.693
1355,RG,8.54,7.231,7.273,66.45,0.0572,0.735,0.042,0.055,0,1563.64,17.203,1.0
1356,RG,13.96,7.328,7.847,84.2,0.0563,0.524,0.1699,0.0772,0,1750.97,15.083,2.034
1357,RG,14.12,7.323,8.713,78.19,0.1303,0.853,0.0913,0.1041,0,1614.7,15.333,1.976
1358,RG,10.47,7.358,7.55,83.06,0.0634,1.135,0.0634,0.0738,0,1456.75,16.209,1.586
1359,RG,8.35,7.375,9.223,81.07,0.0161,1.846,0.0824,0.0276,0,1415.62,17.34,1.503
1360,RG,8.0,7.248,8.704,92.44,0.045,1.087,0.053,0.001,0,1482.53,15.378,1.115
1361,RG,10.15,7.328,11.666,83.92,0.1078,0.979,0.0207,0.0292,0,1679.66,18.713,1.422
1362,RG,13.58,7.335,6.955,69.21,0.0724,1.345,0.1466,0.0062,0,1761.02,12.626,1.966
1363,RG,8.77,6.936,9.194,78.76,0.076,1.278,0.0868,0.0308,0,1549.03,18.51,1.0
1364,RG,12.29,7.397,9.209,70.54,0.1151,0.769,0.137,0.0697,0,1754.85,17.018,1.119
1365,RG,8.0,7.322,7.763,71.37,0.0567,1.921,0.1172,0.0634,0,1508.32,18.547,2.073
1366,RG,11.3,7.385,9.114,63.7,0.099,0.99,0.1329,0.1343,0,1519.25,14.591,1.983
1367,RG,8.56,7.107,9.924,72.71,0.06,1.095,0.02,0.0793,0,1413.02,19.286,1.0
1368,RG,11.77,7.253,9.116,79.36,0.0973,1.221,0.048,0.1364,0,1518.78,18.285,1.269
1369,RG,10.5,7.136,10.661,74.47,0.0683,1.138,0.1342,0.0886,0,1447.46,16.467,1.503
1370,RG,8.43,7.412,6.387,66.21,0.0728,1.61,0.0235,0.1034,0,1772.58,15.835,1.353
1371,RG,10.02,7.089,7.989,62.82,0.1046,0.764,0.1224,0.0456,0,1635.8,14.51,1.347
1372,RG,9.2,7.161,10.77,91.89,0.1024,1.313,0.02,0.017,0,1530.71,15.999,1.073
1373,RG,8.06,7.38,10.094,77.6,0.075,1.066,0.101,0.042,0,1760.75,16.007,1.162
1374,RG,15.25,7.206,9.649,68.41,0.0659,1.393,0.1966,0.0595,0,1500.42,13.42,2.061
1375,RG,10.92,7.161,10.48,78.69,0.128,0.914,0.1465,0.0349,0,1575.04,19.219,1.78
1376,RG,8.0,7.436,6.7,92.51,0.0977,0.86,0.02,0.02,0,1705.18,14.46,1.214
1377,RG,10.13,7.442,9.955,79.96,0.0683,1.293,0.1509,0.0767,0,1553.69,16.626,1.1
1378,RG,14.74,7.408,10.277,52.7,0.0604,1.143,0.2093,0.0198,0,1992.95,16.109,1.648
1379,RG,9.72,7.427,8.21,96.22,0.1107,0.672,0.2678,0.001,0,1593.46,15.655,1.753
1380,RG,16.49,7.265,12.0,60.21,0.0835,1.538,0.1285,0.0151,0,1884.11,17.278,1.329
1381,RG,9.43,7.269,9.236,73.35,0.0751,1.293,0.02,0.0506,0,1728.5,18.736,1.621
1382,RG,13.51,7.203,6.369,65.93,0.0834,0.97,0.1261,0.0204,0,1593.01,14.348,1.486
1383,RG,15.11,7.325,9.458,69.08,0.0901,0.813,0.1958,0.0509,0,1591.9,15.513,1.674
1384,RG,13.35,7.221,8.136,77.28,0.0783,1.146,0.0888,0.084,0,1575.21,15.487,1.436
1385,RG,8.0,7.235,10.398,58.43,0.1161,1.264,0.1626,0.083,0,1487.46,18.913,1.226
1386,RG,9.17,7.39,9.658,74.28,0.1178,0.362,0.0496,0.0336,0,1561.32,20.621,1.167
1387,RG,15.51,7.478,8.282,84.18,0.096,1.15,0.1223,0.0078,0,1599.38,13.748,1.83
1388,RG,9.59,7.36,10.803,68.25,0.1212,1.261,0.02,0.037,0,1809.15,15.03,1.673
1389,RG,14.93,7.569,10.127,63.88,0.0803,0.1,0.043,0.0862,0,1742.53,17.664,1.607
1390,RG,10.71,7.194,8.006,73.89,0.1007,1.078,0.0996,0.0956,0,1847.41,17.829,1.038
1391,RG,12.42,7.024,8.818,72.29,0.1101,1.278,0.0782,0.0741,0,1341.48,19.456,1.537
1392,RG,8.0,7.407,9.62,70.24,0.1106,1.232,0.022,0.1081,0,1418.66,18.891,1.458
1393,RG,10.18,7.184,8.563,65.49,0.1075,1.321,0.07,0.1292,0,1544.17,18.847,1.712
1394,RG,9.37,7.259,8.599,79.15,0.0989,0.869,0.1198,0.0407,0,1722.69,18.911,1.301
1395,RG,12.68,7.035,9.044,79.76,0.1387,0.584,0.0948,0.1195,0,1575.23,18.776,2.134
1396,RG,12.28,7.165,7.721,66.47,0.0638,0.28,0.1037,0.0496,0,1420.84,17.04,1.713
1397,RG,13.39,7.075,6.321,67.58,0.0753,1.437,0.1439,0.1008,0,1557.1,12.908,1.956
1398,RG,10.53,7.235,9.287,76.09,0.0736,1.281,0.0794,0.0883,0,1431.7,16.707,1.31
1399,RG,9.21,7.241,6.613,67.28,0.069,1.467,0.1816,0.001,0,1374.28,15.552,1.0
1400,RG,12.55,7.313,7.808,76.43,0.0203,0.71,0.0406,0.0214,0,1816.49,15.854,1.761
1401,RG,8.91,7.486,6.874,86.74,0.1212,1.322,0.2157,0.0111,0,1450.99,15.16,1.41
1402,RG,15.24,7.402,7.022,74.52,0.0492,0.399,0.1668,0.001,0,1622.63,16.892,1.464
1403,RG,11.66,7.057,9.512,65.29,0.0851,0.652,0.0786,0.0952,0,1608.17,15.591,1.583
1404,RG,11.02,7.391,8.733,78.14,0.0373,1.05,0.0826,0.1428,0,1537.74,17.458,1.792
1405,RG,13.39,7.317,8.69,73.58,0.0986,1.265,0.1124,0.0497,0,1506.16,16.504,1.422
1406,RG,11.77,7.285,7.421,73.8,0.0564,1.672,0.1359,0.0942,0,1530.79,14.093,1.572
1407,RG,8.0,7.297,8.213,78.8,0.0459,0.904,0.1657,0.1194,0,1562.66,14.204,1.734
1408,RG,8.82,7.331,9.452,80.53,0.0858,0.654,0.02,0.0683,0,1716.48,14.967,1.281
1409,RG,15.17,7.196,8.937,75.28,0.059,0.633,0.1262,0.059,0,1741.62,16.321,1.607
1410,RG,12.25,7.273,9.987,74.51,0.0628,0.725,0.02,0.0502,0,1464.25,17.084,1.234
1411,RG,8.0,7.478,10.158,91.51,0.0852,1.888,0.0894,0.0815,0,1638.22,16.068,1.245
1412,RG,13.06,7.194,8.697,84.6,0.104,1.303,0.1872,0.095,0,1632.68,12.685,1.994
1413,RG,10.32,7.146,6.777,81.67,0.0554,1.445,0.02,0.0785,0,1446.39,16.9,1.791
1414,RG,9.38,7.291,8.092,76.05,0.0503,0.904,0.02,0.0771,0,1565.63,16.538,1.5
1415,RG,8.57,7.13,8.883,66.95,0.0807,0.999,0.1132,0.058,0,1637.32,15.508,1.449
1416,RG,15.0,7.042,8.068,84.02,0.0962,1.28,0.1832,0.001,0,1596.62,13.593,2.023
1417,RG,8.0,7.248,7.734,76.15,0.1239,0.798,0.1195,0.0959,0,1579.26,16.052,1.61
1418,RG,9.49,7.517,9.084,70.38,0.0479,0.883,0.02,0.0086,0,1470.59,17.825,1.375
1419,RG,12.36,7.294,11.916,73.05,0.0705,0.73,0.02,0.0848,0,1883.57,17.385,1.629
1420,RG,16.74,7.327,8.414,67.27,0.1153,0.821,0.1059,0.0902,0,1427.34,13.883,1.881
1421,RG,13.66,6.98,8.997,83.46,0.1392,1.02,0.0292,0.0144,0,1659.58,16.884,1.49
1422,RG,9.46,7.366,7.426,80.46,0.0502,0.671,0.1082,0.0357,0,1567.78,17.417,1.359
1423,RG,16.59,7.314,10.492,76.45,0.0578,1.114,0.1118,0.1449,0,1742.46,16.137,1.539
1424,RG,8.0,7.2,10.05,74.66,0.0914,1.114,0.0706,0.0568,0,1475.1,17.552,1.312
1425,RG,12.8,7.327,9.967,69.55,0.0627,0.928,0.2089,0.0112,0,1769.47,15.107,1.514
1426,RG,13.46,7.326,10.632,57.96,0.0572,0.669,0.1354,0.092,0,1663.18,14.974,1.561
1427,RG,9.36,7.141,8.487,63.7,0.0873,1.042,0.1727,0.0291,0,1438.0,14.518,1.649
1428,RG,14.09,7.35,8.637,69.06,0.1265,0.798,0.1552,0.001,0,1494.65,13.23,1.251
1429,RG,10.46,7.48,11.052,67.86,0.0407,1.019,0.091,0.0808,0,1636.6,18.861,1.0
1430,RG,14.09,7.266,9.759,77.31,0.125,1.439,0.0883,0.0233,0,1430.54,17.337,1.238
1431,RG,8.0,7.17,6.337,81.49,0.0628,0.499,0.0821,0.0728,0,1703.38,16.038,1.135
1432,RG,13.0,7.273,9.546,73.97,0.0904,1.869,0.1409,0.0275,0,1740.19,16.549,1.565
1433,RG,10.76,7.428,8.302,86.27,0.1277,0.971,0.061,0.0883,0,1757.24,17.274,1.329
1434,RG,15.45,7.116,10.078,68.74,0.0898,1.165,0.2035,0.0673,0,1871.29,14.392,1.984
1435,RG,11.87,7.387,9.49,73.92,0.0711,0.699,0.0552,0.001,0,1557.75,16.323,1.638
1436,RG,15.75,7.198,6.911,74.59,0.1015,1.457,0.1129,0.0753,0,1501.84,14.423,1.688
1437,RG,13.52,7.336,9.323,83.74,0.0748,0.95,0.0863,0.0484,0,1271.44,20.091,1.356
1438,RG,11.62,7.215,9.253,75.85,0.0956,0.842,0.073,0.1167,0,1539.84,18.269,1.824
1439,RG,14.36,7.215,9.436,76.07,0.0739,0.77,0.2303,0.0758,0,1835.61,15.357,2.017
1440,RG,14.38,7.528,9.691,61.76,0.1058,0.893,0.0737,0.0902,0,1564.2,18.655,1.096
1441,RG,13.42,7.089,10.795,67.8,0.0382,1.167,0.0817,0.0316,0,1628.22,18.565,1.563
1442,RG,8.0,7.373,9.497,83.77,0.0496,1.069,0.0602,0.0284,0,1462.48,15.06,1.0
1443,RG,9.05,7.56,9.027,58.4,0.0377,0.984,0.1025,0.059,0,1643.05,16.108,1.277
1444,RG,16.15,7.403,10.378,85.74,0.0783,0.715,0.0939,0.0456,0,1789.46,16.31,1.986
1445,RG,8.23,7.1,11.691,79.0,0.0341,0.692,0.0328,0.1135,0,1391.96,18.929,2.251
1446,RG,14.65,7.108,10.098,69.02,0.0592,0.816,0.0745,0.0539,0,1492.96,16.141,1.572
1447,RG,14.12,7.187,9.247,68.34,0.0468,1.184,0.1366,0.011,0,1815.68,15.536,1.196
1448,RG,9.82,7.324,9.519,90.17,0.1244,1.265,0.1616,0.0269,0,1623.21,15.79,1.068
1449,RG,8.0,7.334,9.307,86.29,0.0503,1.319,0.1014,0.0986,0,1488.76,18.311,1.476
1450,RG,10.29,7.109,9.022,74.04,0.0414,0.999,0.1035,0.0533,0,1778.59,14.136,1.293
1451,RG,18.23,7.169,11.598,76.08,0.0875,1.153,0.0783,0.0512,0,1538.79,16.041,1.411
1452,RG,9.41,7.178,8.101,69.83,0.1306,0.933,0.0699,0.1024,0,1671.61,14.035,1.4
1453,RG,9.62,7.273,10.386,76.08,0.0765,0.303,0.0448,0.0234,0,1572.81,15.961,1.32
1454,RG,9.01,7.598,8.849,69.61,0.0788,0.914,0.02,0.001,0,1639.58,17.726,1.166
1455,RG,15.64,7.16,7.223,74.37,0.1187,0.85,0.0579,0.0259,0,1323.7,16.286,1.496
1456,RG,11.27,7.153,8.774,89.48,0.1063,0.584,0.1542,0.0697,0,1511.87,15.546,1.323
1457,RG,10.12,7.13,8.344,74.24,0.0928,0.773,0.0745,0.05,0,1649.45,18.259,1.327
1458,RG,16.24,7.395,9.693,66.62,0.0625,1.054,0.0792,0.001,0,1666.14,18.154,1.308
1459,RG,13.74,7.294,9.11,64.07,0.0937,0.547,0.0781,0.1006,0,1791.97,16.28,1.545
1460,RG,9.24,7.166,7.774,76.02,0.0392,0.716,0.1747,0.0665,0,1684.08,15.786,1.767
1461,RG,8.33,7.246,10.765,68.91,0.0613,1.619,0.0443,0.0756,0,1474.12,17.042,1.204
1462,RG,15.47,7.181,10.308,76.97,0.1229,0.359,0.1166,0.0768,0,1746.76,17.373,1.124
1463,RG,12.05,7.344,10.903,62.04,0.1191,0.927,0.0959,0.0081,0,1533.92,15.407,1.504
1464,RG,8.0,7.703,9.284,80.52,0.0931,0.533,0.1041,0.0721,0,1540.44,19.616,1.439
1465,RG,8.0,7.383,8.957,66.52,0.0221,0.699,0.1147,0.0963,0,1642.8,18.078,1.104
1466,RG,8.65,7.286,9.844,75.37,0.0438,0.921,0.1034,0.1056,0,1462.83,15.0,1.373
1467,RG,8.28,7.2,8.307,72.29,0.0596,0.605,0.1476,0.0889,0,1637.68,14.848,1.272
1468,RG,8.0,7.098,9.156,88.75,0.0748,1.23,0.0982,0.0805,0,1450.83,17.465,1.58
1469,RG,8.7,7.41,8.789,76.37,0.0425,1.54,0.2047,0.001,0,1475.64,15.1,1.147
1470,RG,9.24,7.402,7.247,90.56,0.0726,1.337,0.1027,0.0594,0,1578.0,16.786,1.522
1471,RG,10.61,7.23,9.153,79.49,0.133,1.41,0.02,0.0217,0,1465.61,16.896,1.213
1472,RG,17.08,7.482,8.471,86.4,0.092,0.448,0.1383,0.1113,0,1509.58,17.556,1.599
1473,RG,11.2,7.303,8.709,73.33,0.0866,0.903,0.1235,0.1052,0,1706.64,16.161,2.083
1474,RG,11.5,7.416,9.437,77.76,0.0495,1.187,0.102,0.022,0,1598.13,19.986,1.625
1475,RG,13.53,7.344,10.527,84.75,0.0308,1.348,0.0844,0.0582,0,1433.87,17.444,1.374
1476,RG,11.29,7.273,7.981,82.24,0.0432,1.701,0.02,0.0699,0,1652.26,14.471,1.741
1477,RG,13.2,7.157,8.596,79.25,0.0296,1.428,0.02,0.096,0,1540.44,19.542,2.14
1478,RG,12.84,7.278,8.082,72.38,0.0823,1.359,0.1989,0.001,0,1426.03,16.756,1.52
1479,RG,12.37,7.426,8.004,73.73,0.0915,2.053,0.0649,0.001,0,1283.27,16.826,1.935
1480,RG,20.3,7.224,8.287,84.1,0.051,1.039,0.1579,0.0615,0,1766.05,15.426,3.038
1481,RG,14.73,7.366,8.764,85.77,0.0844,0.884,0.02,0.001,0,1490.66,14.778,1.521
1482,RG,8.75,7.138,9.703,70.26,0.1241,1.071,0.0372,0.0663,0,1425.7,14.962,1.087
1483,RG,13.11,7.417,9.385,69.05,0.1387,0.634,0.1407,0.0837,0,1702.2,16.217,1.282
1484,RG,9.62,7.347,7.732,67.77,0.1031,1.027,0.0938,0.1094,0,1658.75,18.384,1.0
1485,RG,13.34,7.12,10.553,81.64,0.0748,0.309,0.1323,0.0351,0,1519.81,17.002,1.824
1486,RG,8.0,7.266,10.133,67.56,0.1021,0.788,0.0992,0.0664,0,1688.61,19.868,1.109
1487,RG,8.68,7.44,7.919,81.54,0.1206,0.954,0.0875,0.0861,0,1765.63,18.615,1.727
1488,RG,13.03,7.111,10.469,79.37,0.0198,1.38,0.0592,0.013,0,1776.6,16.757,1.777
1489,RG,14.99,7.139,9.392,70.64,0.1245,1.444,0.0284,0.0966,0,1787.13,18.659,1.427
1490,RG,13.51,7.29,8.812,87.51,0.0637,0.615,0.1842,0.071,0,1613.2,17.592,1.444
1491,RG,14.56,7.62,9.43,63.3,0.064,1.83,0.194,0.0358,0,1604.69,15.2,2.154
1492,RG,13.12,7.199,8.969,88.28,0.0694,1.059,0.0377,0.0657,0,1564.6,16.289,1.642
1493,RG,12.52,7.374,9.654,77.55,0.0896,1.096,0.0338,0.0544,0,1654.03,17.265,1.31
1494,RG,10.49,7.339,9.225,58.41,0.0467,0.353,0.0791,0.0912,0,1467.31,12.952,1.281
1495,RG,14.44,7.212,8.595,87.74,0.0715,0.752,0.1204,0.0456,0,1490.53,16.09,1.666
1496,RG,15.07,7.324,6.569,82.78,0.0958,1.42,0.0891,0.0691,0,1401.16,16.337,2.395
1497,RG,11.81,7.233,9.633,71.57,0.0866,1.068,0.13,0.0352,0,1635.5,16.564,1.619
1498,RG,11.65,7.246,8.552,67.28,0.0914,1.043,0.097,0.0225,0,1609.83,16.793,1.5
1499,RG,16.77,7.051,9.934,62.45,0.0703,1.091,0.0931,0.0669,0,1615.85,16.005,2.283
1500,RG,11.94,7.296,9.578,94.32,0.1008,0.423,0.2448,0.0241,0,1649.59,12.47,1.79
1501,RG,12.23,7.435,8.583,67.61,0.1117,0.961,0.0685,0.092,0,1481.08,19.041,1.756
1502,RG,13.45,7.309,10.228,64.89,0.1099,1.563,0.1984,0.0837,0,1569.84,15.376,2.408
1503,RG,11.71,7.464,9.246,77.14,0.0928,1.435,0.1868,0.0294,0,1679.97,14.874,1.337
1504,RG,9.54,7.387,9.196,61.9,0.1082,0.95,0.1302,0.0686,0,1709.13,18.61,1.709
1505,RG,13.13,7.291,8.834,67.15,0.1061,1.625,0.02,0.0292,0,1526.76,18.355,1.392
1506,RG,11.88,7.206,11.02,82.96,0.1603,0.496,0.1019,0.001,0,1628.35,17.827,1.365
1507,RG,17.53,7.227,8.144,78.71,0.1165,0.611,0.0691,0.0361,0,1542.24,16.931,1.759
1508,RG,14.37,7.079,8.613,71.91,0.0773,1.745,0.1012,0.058,0,1598.12,14.135,1.869
1509,RG,10.21,7.26,7.515,75.15,0.0526,1.231,0.0362,0.0809,0,1564.68,16.257,2.392
